TEAM_ID,TEAM_NAME,GP,W,L,W_PCT,MIN,DEF_RATING,DREB,DREB_PCT,STL,BLK,OPP_PTS_OFF_TOV,OPP_PTS_2ND_CHANCE,OPP_PTS_FB,OPP_PTS_PAINT,GP_RANK,W_RANK,L_RANK,W_PCT_RANK,MIN_RANK,DEF_RATING_RANK,DREB_RANK,DREB_PCT_RANK,STL_RANK,BLK_RANK,OPP_PTS_OFF_TOV_RANK,OPP_PTS_2ND_CHANCE_RANK,OPP_PTS_FB_RANK,OPP_PTS_PAINT_RANK,GAME_DATE
1610612765,Detroit Pistons,44,16,28,0.364,2122.0,111.1,1433,0.717,341,216,813.0,577.0,571.0,2254.0,7,21,21,21,11,20,27,25,12,14,26,20,16,26,01/20/2020
1610612744,Golden State Warriors,45,10,35,0.222,2185.0,111.3,1512,0.721,381,202,793.0,624.0,659.0,2190.0,1,29,30,30,1,21,16,23,2,18,24,28,25,23,01/20/2020
1610612745,Houston Rockets,42,26,16,0.619,2026.0,109.2,1518,0.725,327,205,776.0,575.0,665.0,2120.0,25,12,10,12,28,17,15,20,17,17,21,18,26,19,01/20/2020
1610612754,Indiana Pacers,44,28,16,0.636,2127.0,107.1,1492,0.721,304,227,671.0,600.0,534.0,2142.0,7,9,10,11,9,10,20,24,23,11,7,22,10,21,01/20/2020
1610612746,LA Clippers,43,30,13,0.698,2069.0,105.9,1579,0.736,328,215,749.0,529.0,639.0,1922.0,15,3,3,3,21,7,6,10,16,15,19,8,23,5,01/20/2020
1610612747,Los Angeles Lakers,43,34,9,0.791,2069.0,105.5,1508,0.723,363,313,710.0,526.0,681.0,1962.0,15,2,2,2,21,4,17,22,7,1,11,7,29,8,01/20/2020
1610612763,Memphis Grizzlies,43,20,23,0.465,2069.0,111.7,1531,0.732,342,233,813.0,623.0,626.0,2048.0,15,15,14,15,21,22,13,15,11,10,26,27,22,13,01/20/2020
1610612748,Miami Heat,43,30,13,0.698,2099.0,107.8,1577,0.758,317,175,801.0,555.0,519.0,1964.0,15,3,3,3,15,14,7,2,22,28,25,15,5,9,01/20/2020
1610612749,Milwaukee Bucks,45,39,6,0.867,2165.0,101.3,1901,0.77,345,284,703.0,496.0,591.0,1722.0,1,1,1,1,6,1,1,1,9,3,9,1,18,1,01/20/2020
1610612750,Minnesota Timberwolves,43,15,28,0.349,2099.0,109.1,1504,0.725,366,261,742.0,600.0,539.0,2108.0,15,23,21,23,15,15,19,21,6,5,17,22,11,16,01/20/2020
1610612740,New Orleans Pelicans,44,17,27,0.386,2137.0,112.7,1540,0.73,323,227,831.0,612.0,674.0,2326.0,7,20,20,20,7,26,8,17,20,11,28,26,27,28,01/20/2020
1610612752,New York Knicks,44,12,32,0.273,2117.0,112.3,1506,0.738,340,201,737.0,567.0,611.0,1892.0,7,27,27,27,13,25,18,7,13,19,16,17,21,4,01/20/2020
1610612760,Oklahoma City Thunder,44,25,19,0.568,2132.0,107.7,1536,0.731,326,213,704.0,536.0,469.0,2190.0,7,13,13,13,8,13,11,16,18,16,10,10,1,23,01/20/2020
1610612753,Orlando Magic,44,21,23,0.477,2112.0,105.6,1532,0.745,377,263,621.0,516.0,541.0,1926.0,7,14,14,14,14,6,12,6,3,4,1,3,12,6,01/20/2020
1610612755,Philadelphia 76ers,45,29,16,0.644,2170.0,105.3,1606,0.754,374,259,724.0,524.0,583.0,2108.0,1,7,10,9,3,3,3,3,4,6,13,5,17,16,01/20/2020
1610612756,Phoenix Suns,43,18,25,0.419,2079.0,110.6,1470,0.737,331,164,711.0,537.0,511.0,2118.0,15,18,18,19,20,19,22,8,15,29,12,11,3,18,01/20/2020
1610612757,Portland Trail Blazers,45,19,26,0.422,2170.0,112.2,1616,0.705,265,291,636.0,704.0,591.0,2130.0,1,16,19,18,3,24,2,28,29,2,6,30,18,20,01/20/2020
1610612758,Sacramento Kings,43,15,28,0.349,2089.0,110.2,1401,0.733,322,183,727.0,510.0,484.0,2014.0,15,23,21,23,17,18,29,13,21,25,14,2,2,12,01/20/2020
1610612759,San Antonio Spurs,42,19,23,0.452,2046.0,111.8,1537,0.753,287,238,630.0,554.0,591.0,1990.0,25,16,14,16,25,23,9,4,26,8,4,14,18,10,01/20/2020
1610612761,Toronto Raptors,43,29,14,0.674,2084.0,104.2,1537,0.711,374,221,753.0,605.0,533.0,1836.0,15,7,7,7,18,2,9,26,4,13,20,24,8,3,01/20/2020
1610612762,Utah Jazz,43,30,13,0.698,2069.0,106.3,1582,0.747,259,177,731.0,518.0,546.0,2006.0,15,3,3,3,21,8,5,5,30,26,15,4,14,11,01/20/2020
1610612764,Washington Wizards,42,14,28,0.333,2021.0,115.4,1341,0.707,326,177,698.0,606.0,529.0,2194.0,25,26,21,25,29,30,30,27,18,26,8,25,6,25,01/20/2020
1610612737,Atlanta Hawks,43,10,33,0.233,2079.0,113.0,1415,0.699,351,226,852.0,641.0,624.0,2300.0,7,29,29,29,9,27,25,30,8,10,29,29,23,29,01/18/2020
1610612738,Boston Celtics,41,27,14,0.659,1973.0,105.6,1436,0.734,335,237,611.0,511.0,537.0,1764.0,24,9,7,8,28,5,22,12,10,7,3,7,15,2,01/18/2020
1610612751,Brooklyn Nets,41,18,23,0.439,1993.0,107.5,1555,0.736,276,194,729.0,542.0,506.0,1886.0,24,16,15,16,25,12,5,8,26,19,17,14,6,6,01/18/2020
1610612766,Charlotte Hornets,44,15,29,0.341,2132.0,113.0,1397,0.706,292,188,765.0,578.0,531.0,2268.0,1,23,26,25,1,28,27,28,24,23,22,22,10,28,01/18/2020
1610612741,Chicago Bulls,44,16,28,0.364,2122.0,106.6,1428,0.723,441,193,765.0,548.0,531.0,2110.0,1,20,24,22,3,8,24,23,1,21,22,15,10,22,01/18/2020
1610612739,Cleveland Cavaliers,43,12,31,0.279,2074.0,114.7,1449,0.732,295,142,871.0,566.0,662.0,2322.0,7,27,27,27,10,29,20,14,23,30,30,20,29,30,01/18/2020
1610612742,Dallas Mavericks,42,27,15,0.643,2031.0,109.1,1525,0.736,266,194,633.0,556.0,685.0,2078.0,15,9,9,9,18,16,7,10,28,19,6,17,30,20,01/18/2020
1610612743,Denver Nuggets,41,29,12,0.707,1988.0,107.0,1381,0.728,321,188,602.0,497.0,504.0,2008.0,24,4,3,3,26,11,28,18,16,23,2,2,5,13,01/18/2020
1610612765,Detroit Pistons,43,16,27,0.372,2074.0,111.3,1403,0.716,331,211,791.0,564.0,563.0,2204.0,7,20,20,20,10,21,26,25,13,15,26,19,16,26,01/18/2020
1610612744,Golden State Warriors,44,10,34,0.227,2132.0,111.2,1471,0.719,374,197,784.0,604.0,638.0,2142.0,1,29,30,30,1,20,18,24,2,18,25,27,24,24,01/18/2020
1610612745,Houston Rockets,41,26,15,0.634,1978.0,109.3,1484,0.725,321,198,758.0,566.0,652.0,2076.0,24,12,9,12,27,17,14,22,16,17,21,20,27,19,01/18/2020
1610612754,Indiana Pacers,42,27,15,0.643,2031.0,106.7,1444,0.725,288,214,635.0,558.0,515.0,2018.0,15,9,9,9,18,10,21,21,25,14,7,18,7,15,01/18/2020
1610612746,LA Clippers,43,30,13,0.698,2069.0,105.9,1579,0.736,328,215,749.0,529.0,639.0,1922.0,7,3,5,5,12,6,2,11,14,13,20,12,25,10,01/18/2020
1610612747,Los Angeles Lakers,42,34,8,0.81,2021.0,104.7,1484,0.726,358,305,682.0,502.0,656.0,1900.0,15,2,2,2,21,3,14,19,7,1,10,4,28,8,01/18/2020
1610612763,Memphis Grizzlies,42,20,22,0.476,2021.0,111.5,1495,0.731,334,230,798.0,609.0,603.0,2012.0,15,14,14,14,21,22,13,16,11,8,27,28,22,14,01/18/2020
1610612748,Miami Heat,41,29,12,0.707,1998.0,107.7,1503,0.761,300,169,770.0,523.0,497.0,1872.0,24,4,3,3,24,13,9,2,22,28,24,9,3,5,01/18/2020
1610612749,Milwaukee Bucks,44,38,6,0.864,2117.0,101.5,1856,0.769,338,279,679.0,476.0,582.0,1684.0,1,1,1,1,5,1,1,1,9,3,9,1,20,1,01/18/2020
1610612750,Minnesota Timberwolves,42,15,27,0.357,2051.0,109.1,1473,0.726,359,256,732.0,581.0,532.0,2058.0,15,23,20,23,15,15,17,20,6,5,18,23,12,17,01/18/2020
1610612740,New Orleans Pelicans,43,16,27,0.372,2089.0,112.8,1502,0.733,316,220,811.0,597.0,645.0,2256.0,7,20,20,20,7,25,10,13,20,11,28,26,26,27,01/18/2020
1610612752,New York Knicks,43,11,32,0.256,2069.0,112.8,1464,0.739,334,192,728.0,549.0,600.0,1858.0,7,28,28,28,12,26,19,7,11,22,16,16,21,4,01/18/2020
1610612760,Oklahoma City Thunder,43,24,19,0.558,2084.0,107.8,1496,0.73,318,207,682.0,529.0,456.0,2126.0,7,13,13,13,8,14,12,17,18,16,10,12,1,23,01/18/2020
1610612753,Orlando Magic,43,20,23,0.465,2064.0,105.9,1500,0.744,368,259,616.0,507.0,536.0,1888.0,7,14,15,15,14,7,11,6,3,4,4,6,14,7,01/18/2020
1610612755,Philadelphia 76ers,44,28,16,0.636,2122.0,105.2,1575,0.755,362,253,711.0,499.0,577.0,2056.0,1,7,12,11,3,4,3,3,4,6,13,3,19,16,01/18/2020
1610612756,Phoenix Suns,42,18,24,0.429,2031.0,110.3,1435,0.736,328,161,688.0,524.0,501.0,2084.0,15,16,18,17,18,19,23,9,14,29,12,10,4,21,01/18/2020
1610612757,Portland Trail Blazers,44,18,26,0.409,2117.0,112.3,1574,0.706,261,280,627.0,686.0,573.0,2074.0,1,16,19,19,5,24,4,27,29,2,5,30,17,18,01/18/2020
1610612758,Sacramento Kings,42,15,27,0.357,2036.0,110.2,1368,0.731,311,180,716.0,502.0,475.0,1970.0,15,23,20,23,16,18,29,15,21,25,15,4,2,12,01/18/2020
1610612759,San Antonio Spurs,40,17,23,0.425,1950.0,111.6,1478,0.754,270,227,597.0,528.0,574.0,1904.0,30,19,15,18,30,23,16,4,27,9,1,11,18,9,01/18/2020
1610612761,Toronto Raptors,42,28,14,0.667,2036.0,104.2,1504,0.71,361,218,734.0,589.0,527.0,1780.0,15,7,7,7,16,2,8,26,5,12,19,25,9,3,01/18/2020
1610612762,Utah Jazz,42,29,13,0.69,2021.0,106.7,1540,0.746,254,173,715.0,514.0,535.0,1962.0,15,4,5,6,21,9,6,5,30,26,14,8,13,11,01/18/2020
1610612764,Washington Wizards,41,13,28,0.317,1973.0,115.8,1303,0.706,317,171,671.0,588.0,523.0,2146.0,24,26,24,26,28,30,30,29,19,27,8,24,8,25,01/18/2020
1610612737,Atlanta Hawks,41,9,32,0.22,1983.0,112.5,1358,0.701,332,214,803.0,609.0,583.0,2190.0,8,29,29,29,11,26,26,30,7,10,29,29,22,29,01/15/2020
1610612738,Boston Celtics,39,27,12,0.692,1877.0,104.9,1368,0.732,320,224,579.0,493.0,500.0,1682.0,29,7,3,6,30,4,25,14,11,7,3,6,11,2,01/15/2020
1610612751,Brooklyn Nets,40,18,22,0.45,1945.0,107.6,1520,0.734,265,187,713.0,531.0,493.0,1838.0,20,16,15,16,22,14,2,10,26,21,19,16,7,6,01/15/2020
1610612766,Charlotte Hornets,44,15,29,0.341,2132.0,113.0,1397,0.706,292,188,765.0,578.0,531.0,2268.0,1,20,26,25,1,27,21,28,23,20,25,25,15,30,01/15/2020
1610612741,Chicago Bulls,42,15,27,0.357,2026.0,106.4,1375,0.722,415,186,734.0,525.0,521.0,2022.0,2,20,23,23,3,9,23,22,1,22,21,14,14,21,01/15/2020
1610612739,Cleveland Cavaliers,41,12,29,0.293,1978.0,114.7,1386,0.729,284,135,820.0,551.0,623.0,2184.0,8,27,26,27,14,29,22,17,24,30,30,20,26,28,01/15/2020
1610612742,Dallas Mavericks,41,26,15,0.634,1983.0,109.0,1495,0.735,260,190,616.0,546.0,673.0,2016.0,8,8,10,10,11,16,6,8,27,18,6,18,30,20,01/15/2020
1610612743,Denver Nuggets,40,28,12,0.7,1935.0,106.8,1340,0.727,310,182,573.0,478.0,480.0,1966.0,20,3,3,3,24,11,28,18,17,24,1,2,4,15,01/15/2020
1610612765,Detroit Pistons,42,15,27,0.357,2026.0,111.6,1373,0.717,319,203,773.0,553.0,553.0,2152.0,2,20,23,23,3,22,24,25,12,15,26,21,19,27,01/15/2020
1610612744,Golden State Warriors,42,9,33,0.214,2031.0,111.5,1402,0.72,353,189,750.0,580.0,614.0,2044.0,2,29,30,30,2,20,19,24,3,19,23,27,24,24,01/15/2020
1610612745,Houston Rockets,40,26,14,0.65,1930.0,109.2,1449,0.726,313,194,736.0,542.0,638.0,2022.0,20,8,8,8,26,17,11,20,14,17,22,17,28,21,01/15/2020
1610612754,Indiana Pacers,41,26,15,0.634,1983.0,106.5,1407,0.723,284,206,619.0,550.0,500.0,1976.0,8,8,10,10,11,10,17,21,24,14,7,19,11,17,01/15/2020
1610612746,LA Clippers,41,28,13,0.683,1973.0,105.8,1504,0.735,312,209,722.0,494.0,615.0,1838.0,8,3,7,7,15,7,4,9,15,11,20,7,25,6,01/15/2020
1610612747,Los Angeles Lakers,41,33,8,0.805,1973.0,104.7,1450,0.726,345,296,663.0,498.0,641.0,1848.0,8,2,2,2,15,3,10,19,5,1,12,9,29,10,01/15/2020
1610612763,Memphis Grizzlies,41,19,22,0.463,1973.0,111.6,1458,0.732,323,222,785.0,590.0,589.0,1958.0,8,15,15,15,15,23,9,13,10,8,28,28,23,14,01/15/2020
1610612748,Miami Heat,40,28,12,0.7,1950.0,107.5,1464,0.758,296,166,754.0,516.0,485.0,1838.0,20,3,3,3,21,12,8,2,22,27,24,13,5,6,01/15/2020
1610612749,Milwaukee Bucks,42,36,6,0.857,2021.0,101.5,1764,0.768,324,267,651.0,456.0,549.0,1602.0,2,1,1,1,6,1,1,1,9,3,9,1,17,1,01/15/2020
1610612750,Minnesota Timberwolves,40,15,25,0.375,1955.0,108.8,1407,0.722,347,250,691.0,570.0,496.0,1956.0,20,20,20,20,20,15,17,23,4,4,15,24,8,13,01/15/2020
1610612740,New Orleans Pelicans,41,15,26,0.366,1988.0,112.4,1430,0.733,301,207,776.0,563.0,626.0,2138.0,8,20,21,21,8,25,15,12,21,12,27,23,27,26,01/15/2020
1610612752,New York Knicks,41,11,30,0.268,1973.0,113.1,1398,0.738,318,184,695.0,525.0,562.0,1772.0,8,28,28,28,15,28,20,7,13,23,16,14,21,4,01/15/2020
1610612760,Oklahoma City Thunder,41,23,18,0.561,1988.0,107.5,1431,0.73,309,198,660.0,495.0,448.0,2040.0,8,13,13,13,8,13,14,16,18,16,11,8,1,23,01/15/2020
1610612753,Orlando Magic,41,20,21,0.488,1968.0,105.4,1427,0.744,357,250,581.0,482.0,518.0,1790.0,8,14,14,14,19,5,16,5,2,4,4,3,13,5,01/15/2020
1610612755,Philadelphia 76ers,42,26,16,0.619,2026.0,105.7,1504,0.757,345,240,686.0,484.0,543.0,1968.0,2,8,12,12,3,6,4,3,5,6,14,4,16,16,01/15/2020
1610612756,Phoenix Suns,40,16,24,0.4,1935.0,110.7,1354,0.734,311,151,654.0,506.0,474.0,1986.0,20,19,18,19,24,19,27,11,16,29,10,11,3,19,01/15/2020
1610612757,Portland Trail Blazers,42,18,24,0.429,2021.0,111.9,1514,0.708,248,268,599.0,661.0,552.0,1980.0,2,16,18,18,6,24,3,27,29,2,5,30,18,18,01/15/2020
1610612758,Sacramento Kings,41,15,26,0.366,1988.0,109.8,1338,0.732,308,177,702.0,492.0,465.0,1914.0,8,20,21,21,8,18,29,15,19,25,18,5,2,12,01/15/2020
1610612759,San Antonio Spurs,39,17,22,0.436,1902.0,111.5,1444,0.753,258,221,574.0,514.0,554.0,1868.0,29,18,15,17,29,21,12,4,28,9,2,12,20,11,01/15/2020
1610612761,Toronto Raptors,40,26,14,0.65,1940.0,104.2,1435,0.712,332,207,701.0,557.0,499.0,1694.0,20,8,8,8,23,2,13,26,7,12,17,22,10,3,01/15/2020
1610612762,Utah Jazz,40,28,12,0.7,1920.0,106.2,1471,0.744,238,163,683.0,499.0,498.0,1846.0,20,3,3,3,28,8,7,6,30,28,13,10,9,9,01/15/2020
1610612764,Washington Wizards,40,13,27,0.325,1925.0,115.5,1273,0.705,308,168,641.0,578.0,489.0,2088.0,20,26,23,26,27,30,30,29,19,26,8,25,6,25,01/15/2020
1610612737,Atlanta Hawks,40,8,32,0.2,1935.0,112.7,1324,0.7,329,204,782.0,598.0,570.0,2134.0,9,30,29,30,11,26,26,30,7,12,29,29,22,28,01/13/2020
1610612738,Boston Celtics,38,27,11,0.711,1829.0,104.5,1337,0.729,313,222,561.0,489.0,492.0,1632.0,27,3,3,3,30,4,25,16,11,7,1,11,11,2,01/13/2020
1610612751,Brooklyn Nets,38,18,20,0.474,1849.0,106.9,1455,0.734,252,182,685.0,507.0,471.0,1716.0,27,15,14,15,28,11,5,11,26,20,18,13,5,4,01/13/2020
1610612766,Charlotte Hornets,43,15,28,0.349,2084.0,113.1,1364,0.705,288,182,748.0,571.0,514.0,2214.0,1,20,26,23,1,28,20,28,23,20,25,27,14,30,01/13/2020
1610612741,Chicago Bulls,41,14,27,0.341,1978.0,106.4,1342,0.721,404,181,717.0,515.0,514.0,1980.0,2,24,24,24,4,9,23,23,1,22,22,15,14,23,01/13/2020
1610612739,Cleveland Cavaliers,40,12,28,0.3,1930.0,114.4,1354,0.73,279,129,799.0,532.0,601.0,2126.0,9,27,26,27,13,29,22,15,24,30,30,19,24,27,01/13/2020
1610612742,Dallas Mavericks,39,24,15,0.615,1887.0,108.9,1423,0.734,251,186,592.0,517.0,640.0,1902.0,19,12,10,11,22,17,8,10,27,19,5,17,30,14,01/13/2020
1610612743,Denver Nuggets,39,27,12,0.692,1887.0,107.1,1303,0.727,302,175,561.0,467.0,468.0,1924.0,19,3,4,4,22,13,29,18,17,25,1,2,3,18,01/13/2020
1610612765,Detroit Pistons,41,14,27,0.341,1978.0,111.7,1342,0.717,311,199,760.0,539.0,540.0,2104.0,2,24,24,24,4,23,23,25,12,15,26,21,18,26,01/13/2020
1610612744,Golden State Warriors,41,9,32,0.22,1983.0,111.1,1373,0.722,349,188,735.0,560.0,606.0,1986.0,2,29,29,29,3,20,17,22,2,17,23,24,27,24,01/13/2020
1610612745,Houston Rockets,38,26,12,0.684,1834.0,108.7,1379,0.726,305,188,704.0,515.0,605.0,1922.0,27,8,4,7,29,15,16,20,14,17,20,15,25,16,01/13/2020
1610612754,Indiana Pacers,40,25,15,0.625,1935.0,106.6,1369,0.722,277,203,605.0,536.0,493.0,1930.0,9,9,10,10,11,10,19,21,25,13,7,20,12,20,01/13/2020
1610612746,LA Clippers,40,27,13,0.675,1925.0,105.9,1465,0.735,305,201,706.0,475.0,605.0,1794.0,9,3,8,8,14,7,4,9,14,14,21,4,25,9,01/13/2020
1610612747,Los Angeles Lakers,40,33,7,0.825,1925.0,104.4,1415,0.727,338,290,645.0,479.0,619.0,1788.0,9,2,2,2,14,3,11,19,5,1,12,7,28,7,01/13/2020
1610612763,Memphis Grizzlies,40,18,22,0.45,1925.0,111.6,1423,0.733,317,213,777.0,577.0,582.0,1914.0,9,15,17,16,14,22,8,12,10,9,28,28,23,15,01/13/2020
1610612748,Miami Heat,39,27,12,0.692,1902.0,107.6,1423,0.756,292,161,744.0,510.0,475.0,1794.0,19,3,4,4,20,14,8,3,22,27,24,14,6,9,01/13/2020
1610612749,Milwaukee Bucks,41,35,6,0.854,1973.0,101.8,1713,0.768,320,259,639.0,440.0,543.0,1554.0,2,1,1,1,7,1,1,1,8,3,10,1,19,1,01/13/2020
1610612750,Minnesota Timberwolves,39,15,24,0.385,1907.0,108.9,1372,0.72,341,243,679.0,557.0,486.0,1900.0,19,20,19,20,19,16,18,24,4,5,17,23,8,13,01/13/2020
1610612740,New Orleans Pelicans,41,15,26,0.366,1988.0,112.4,1430,0.733,301,207,776.0,563.0,626.0,2138.0,2,20,22,22,2,25,7,13,19,10,27,25,29,29,01/13/2020
1610612752,New York Knicks,40,11,29,0.275,1925.0,113.0,1361,0.736,311,181,678.0,517.0,536.0,1716.0,9,28,28,28,14,27,21,7,12,22,16,17,17,4,01/13/2020
1610612760,Oklahoma City Thunder,40,23,17,0.575,1940.0,107.1,1404,0.728,295,195,628.0,482.0,436.0,1978.0,9,13,13,13,9,12,13,17,21,16,9,8,1,22,01/13/2020
1610612753,Orlando Magic,40,19,21,0.475,1920.0,105.2,1392,0.745,347,248,564.0,476.0,501.0,1738.0,9,14,15,14,18,5,15,5,3,4,4,6,13,6,01/13/2020
1610612755,Philadelphia 76ers,41,25,16,0.61,1978.0,105.7,1468,0.759,338,229,671.0,475.0,530.0,1922.0,2,9,12,12,4,6,2,2,5,6,15,4,16,16,01/13/2020
1610612756,Phoenix Suns,39,16,23,0.41,1887.0,110.5,1324,0.735,302,145,640.0,485.0,468.0,1924.0,19,19,18,19,22,19,26,8,17,29,11,9,3,18,01/13/2020
1610612757,Portland Trail Blazers,41,17,24,0.415,1973.0,112.1,1468,0.707,242,264,593.0,646.0,543.0,1940.0,2,17,19,18,7,24,2,27,29,2,6,30,19,21,01/13/2020
1610612758,Sacramento Kings,40,15,25,0.375,1940.0,109.4,1307,0.732,303,177,690.0,469.0,453.0,1856.0,9,20,21,21,9,18,28,14,16,24,19,3,2,12,01/13/2020
1610612759,San Antonio Spurs,38,17,21,0.447,1854.0,111.6,1409,0.753,250,217,561.0,506.0,549.0,1836.0,27,17,15,17,27,21,12,4,28,8,1,12,21,11,01/13/2020
1610612761,Toronto Raptors,39,25,14,0.641,1892.0,103.9,1404,0.711,319,206,668.0,546.0,487.0,1646.0,19,9,9,9,21,2,13,26,9,11,13,22,9,3,01/13/2020
1610612762,Utah Jazz,39,27,12,0.692,1872.0,106.1,1437,0.744,230,160,670.0,486.0,489.0,1788.0,19,3,4,4,26,8,6,6,30,28,14,10,10,7,01/13/2020
1610612764,Washington Wizards,39,13,26,0.333,1877.0,115.5,1242,0.704,300,162,618.0,568.0,482.0,2032.0,19,26,22,26,25,30,30,29,20,26,8,26,7,25,01/13/2020
1610612737,Atlanta Hawks,39,8,31,0.205,1887.0,113.0,1295,0.698,313,200,769.0,589.0,548.0,2084.0,4,30,29,30,5,27,22,30,8,11,30,29,22,29,01/10/2020
1610612738,Boston Celtics,36,25,11,0.694,1733.0,104.7,1261,0.728,292,213,533.0,463.0,450.0,1532.0,30,7,3,5,30,4,28,16,18,7,1,7,3,2,01/10/2020
1610612751,Brooklyn Nets,37,17,20,0.459,1801.0,107.7,1400,0.729,244,180,662.0,498.0,457.0,1680.0,25,15,14,15,27,14,4,14,27,19,17,14,5,5,01/10/2020
1610612766,Charlotte Hornets,41,15,26,0.366,1988.0,113.1,1303,0.704,271,176,725.0,548.0,484.0,2108.0,1,19,25,22,1,28,21,27,23,22,25,26,13,30,01/10/2020
1610612741,Chicago Bulls,39,13,26,0.333,1882.0,106.3,1282,0.722,388,170,684.0,490.0,491.0,1880.0,4,25,25,26,8,9,24,23,1,24,22,12,14,21,01/10/2020
1610612739,Cleveland Cavaliers,38,11,27,0.289,1834.0,114.1,1281,0.729,270,127,752.0,502.0,568.0,2000.0,16,27,27,27,21,29,25,15,25,30,28,17,23,27,01/10/2020
1610612742,Dallas Mavericks,38,23,15,0.605,1839.0,109.2,1380,0.733,247,178,575.0,503.0,621.0,1856.0,16,12,11,12,19,17,9,11,26,20,6,18,30,17,01/10/2020
1610612743,Denver Nuggets,37,26,11,0.703,1791.0,106.9,1237,0.727,286,167,534.0,441.0,455.0,1818.0,25,5,3,4,28,12,29,17,21,25,2,2,4,14,01/10/2020
1610612765,Detroit Pistons,39,14,25,0.359,1877.0,111.7,1274,0.72,293,187,732.0,509.0,521.0,1990.0,4,23,22,23,10,21,26,25,17,15,27,20,18,26,01/10/2020
1610612744,Golden State Warriors,40,9,31,0.225,1935.0,111.1,1338,0.724,338,182,707.0,535.0,569.0,1924.0,2,29,29,29,2,20,15,21,3,17,23,24,25,24,01/10/2020
1610612745,Houston Rockets,37,25,12,0.676,1786.0,109.1,1333,0.726,296,182,678.0,500.0,594.0,1876.0,25,7,6,8,29,16,16,19,14,17,19,16,26,20,01/10/2020
1610612754,Indiana Pacers,39,24,15,0.615,1887.0,106.8,1332,0.723,271,197,587.0,527.0,482.0,1880.0,4,11,11,11,5,11,17,22,23,12,7,21,12,21,01/10/2020
1610612746,LA Clippers,39,27,12,0.692,1877.0,105.6,1433,0.734,297,196,681.0,473.0,594.0,1760.0,4,3,6,6,10,7,2,9,12,13,21,9,26,10,01/10/2020
1610612747,Los Angeles Lakers,38,31,7,0.816,1829.0,104.5,1339,0.725,327,283,624.0,458.0,598.0,1680.0,16,2,2,2,22,3,14,20,4,1,10,6,29,5,01/10/2020
1610612763,Memphis Grizzlies,39,17,22,0.436,1877.0,112.1,1381,0.734,300,206,752.0,562.0,568.0,1888.0,4,15,17,16,10,24,8,10,10,9,28,28,23,23,01/10/2020
1610612748,Miami Heat,38,27,11,0.711,1854.0,107.0,1392,0.757,291,156,719.0,493.0,465.0,1722.0,16,3,3,3,16,13,6,3,19,28,24,13,8,8,01/10/2020
1610612749,Milwaukee Bucks,40,34,6,0.85,1925.0,102.0,1663,0.766,314,254,625.0,431.0,525.0,1518.0,2,1,1,1,3,1,1,1,7,3,11,1,19,1,01/10/2020
1610612750,Minnesota Timberwolves,37,15,22,0.405,1811.0,108.3,1313,0.721,319,233,651.0,532.0,460.0,1806.0,25,19,17,19,25,15,20,24,6,5,14,22,7,13,01/10/2020
1610612740,New Orleans Pelicans,39,14,25,0.359,1887.0,112.3,1358,0.732,291,196,730.0,534.0,594.0,2008.0,4,23,22,23,5,25,12,13,19,13,26,23,26,28,01/10/2020
1610612752,New York Knicks,39,10,29,0.256,1877.0,112.6,1332,0.736,300,178,668.0,506.0,530.0,1670.0,4,28,28,28,10,26,17,7,10,20,18,19,20,4,01/10/2020
1610612760,Oklahoma City Thunder,38,22,16,0.579,1844.0,106.7,1328,0.727,285,183,598.0,444.0,416.0,1870.0,16,13,13,13,17,10,19,18,22,16,8,3,1,18,01/10/2020
1610612753,Orlando Magic,39,18,21,0.462,1872.0,105.0,1358,0.743,341,243,551.0,464.0,491.0,1686.0,4,14,15,14,15,5,12,6,2,4,3,8,14,7,01/10/2020
1610612755,Philadelphia 76ers,39,25,14,0.641,1882.0,105.4,1399,0.762,321,220,657.0,446.0,507.0,1836.0,4,7,10,10,8,6,5,2,5,6,16,4,16,15,01/10/2020
1610612756,Phoenix Suns,38,15,23,0.395,1839.0,110.9,1285,0.735,294,140,628.0,481.0,459.0,1874.0,16,19,19,20,19,19,23,8,16,29,12,11,6,19,01/10/2020
1610612757,Portland Trail Blazers,39,16,23,0.41,1877.0,111.9,1390,0.704,232,255,560.0,616.0,508.0,1854.0,4,17,19,18,10,23,7,29,29,2,5,30,17,16,01/10/2020
1610612758,Sacramento Kings,39,15,24,0.385,1892.0,109.2,1267,0.732,297,173,679.0,452.0,446.0,1802.0,4,19,21,21,4,18,27,12,12,23,20,5,2,11,01/10/2020
1610612759,San Antonio Spurs,37,16,21,0.432,1806.0,111.8,1367,0.752,244,212,552.0,499.0,536.0,1802.0,25,17,15,17,26,22,10,4,27,8,4,15,21,11,01/10/2020
1610612761,Toronto Raptors,38,25,13,0.658,1844.0,103.9,1367,0.709,312,203,648.0,535.0,465.0,1596.0,16,7,9,9,17,2,10,26,9,10,13,24,8,3,01/10/2020
1610612762,Utah Jazz,38,26,12,0.684,1824.0,105.9,1405,0.745,224,158,655.0,476.0,479.0,1732.0,16,5,6,7,24,8,3,5,30,26,15,10,11,9,01/10/2020
1610612764,Washington Wizards,38,13,25,0.342,1829.0,115.2,1214,0.704,295,158,604.0,550.0,476.0,1964.0,16,25,22,25,22,30,30,28,15,26,9,27,10,25,01/10/2020
