Game_ID,PTS,Player_PPG_last_5,Player_PPG_so_far,DEF_RATING,DEF_RATING_RANK,MIN_Model_Player,MIN_Factor_Teammate,Factor_Teammate_Yes,Factor_Teammate_miss_streak,Starters_PPG_last_5,Bench_PPG_last_5,forward1_def_rating,forward2_def_rating,guard1_def_rating,guard2_def_rating,center_def_rating,guard_off_avg,forward_center_off_avg
22200360,21,28.4,28.142857142857142,106.6,1,36.0,8.0,False,1,32.6,37.4,91.9,94.3,97.5,94.9,97.5,96.25,83.55
22200349,29,30.0,28.0,112.8,22,34.0,38.0,True,2,35.0,37.6,118.7,115.5,111.1,124.3,123.1,115.95,123.5
22200331,28,28.0,28.0,107.7,2,37.0,40.0,True,0,34.8,35.6,128.6,129.8,132.5,124.2,139.1,127.05000000000001,128.75
22300111,19,23.0,25.757142857142856,99.7,1,33.0,38.0,True,0,,,106.6,111.5,107.2,96.4,100.0,101.1,103.44999999999999
22300100,27,21.2,25.73913043478261,112.4,18,39.0,42.0,True,0,,,117.9,105.6,106.4,108.3,100.0,103.2,106.75
22300076,21,21.4,25.808823529411764,99.0,4,35.0,39.0,True,0,,,84.7,92.5,100.0,115.4,103.4,96.35,97.15
22300061,21,22.4,25.880597014925375,111.5,3,29.0,34.0,True,0,,,116.4,106.3,109.1,117.6,106.5,110.9,105.9
22300271,21,21.6,25.954545454545453,109.1,5,35.0,36.0,True,0,33.4,38.4,119.0,107.7,106.4,121.7,104.8,115.95,104.95
22300258,25,24.0,25.96923076923077,117.2,23,29.0,29.0,True,0,26.2,37.8,130.8,143.5,139.6,131.0,134.2,125.0,137.3
22300255,18,27.4,26.09375,111.6,10,30.0,32.0,True,0,26.8,36.6,100.0,112.2,107.0,115.1,112.9,116.4,105.19999999999999
22300242,22,28.6,26.158730158730158,113.1,15,36.0,38.0,True,0,31.2,33.4,107.5,114.3,110.3,122.6,107.1,112.19999999999999,107.9
22300238,26,26.6,26.161290322580644,117.3,24,36.0,36.0,True,0,32.4,39.0,114.3,118.4,118.2,81.1,117.9,100.75,110.8
22300042,17,29.6,26.311475409836067,119.2,26,24.0,29.0,True,0,36.2,32.0,104.0,112.8,132.1,127.7,135.2,134.55,113.80000000000001
22300216,37,25.8,26.133333333333333,107.8,4,40.0,33.0,True,0,40.8,34.4,108.2,112.5,107.3,100.0,90.3,95.1,103.9
22300036,35,24.8,25.983050847457626,110.8,9,35.0,35.0,True,0,43.4,34.2,117.3,106.6,108.8,115.4,111.3,113.80000000000001,103.55
22300198,28,24.0,25.948275862068964,111.9,13,35.0,35.0,True,0,39.8,33.0,100.0,97.2,100.0,94.0,95.4,96.3,105.44999999999999
22300026,16,27.8,26.12280701754386,113.7,21,23.0,27.0,True,0,41.4,25.2,159.3,139.1,152.9,144.2,159.6,146.85,146.1
22300015,32,29.4,26.017857142857142,110.6,12,36.0,36.0,True,0,41.4,23.0,117.3,116.1,120.6,121.2,114.9,122.35,120.95
22300163,18,29.0,26.163636363636364,108.3,9,27.0,0.0,False,0,42.6,20.6,85.5,92.5,90.0,88.9,100.0,93.65,91.1
22300150,30,27.6,26.09259259259259,110.5,14,37.0,25.0,True,1,38.4,21.0,109.6,106.4,123.6,109.1,106.5,114.9,110.94999999999999
22300134,24,28.0,26.132075471698112,103.5,2,35.0,32.0,True,0,40.4,23.0,101.4,114.9,95.2,98.2,98.1,108.25,105.65
22300127,35,25.0,25.96153846153846,105.8,10,42.0,48.0,True,0,,,117.4,106.3,118.3,108.5,123.3,117.4,119.05000000000001
22301078,40,22.0,25.686274509803923,115.4,19,37.0,35.0,True,0,55.2,24.4,129.6,126.8,113.0,116.4,121.4,113.55,116.8
22301063,16,26.8,25.88,117.8,25,35.0,38.0,True,0,57.6,26.6,95.0,85.9,81.2,88.5,81.7,89.25,93.65
22301055,23,25.8,25.93877551020408,113.8,11,35.0,0.0,False,0,52.0,23.0,124.2,137.1,125.0,142.9,134.6,134.75,134.8
22301032,26,26.4,25.9375,117.9,25,38.0,40.0,True,0,49.4,20.8,137.7,132.2,139.5,143.5,137.1,137.35000000000002,138.2
22301018,20,28.6,26.06382978723404,113.7,12,38.0,40.0,True,0,52.4,21.2,102.4,100.0,100.0,106.2,100.0,101.15,101.25
22300990,25,27.4,26.08695652173913,118.7,28,29.0,31.0,True,0,51.0,19.4,143.7,134.7,138.2,126.8,134.1,146.5,145.4
22300973,40,24.6,25.77777777777778,115.4,16,38.0,12.0,False,0,53.2,16.8,123.8,111.7,106.9,122.1,107.2,115.95,135.65
22300954,18,25.0,25.954545454545453,116.0,20,40.0,41.0,True,1,50.8,18.4,107.3,107.7,100.0,100.0,107.8,110.8,108.9
22300932,29,23.8,25.88372093023256,108.3,1,38.0,39.0,True,0,51.0,17.8,118.5,142.0,122.0,131.7,125.8,124.85,119.85
22300901,31,24.8,25.761904761904763,116.4,20,36.0,34.0,True,0,49.0,17.4,122.1,135.1,113.6,125.0,113.3,113.85,115.85
22300884,19,26.0,25.926829268292682,111.5,5,31.0,30.0,True,0,49.0,15.8,125.5,107.8,122.6,118.0,125.4,121.95,114.5
22300869,26,26.4,25.925,113.0,9,37.0,39.0,True,0,47.4,19.2,131.0,118.8,124.3,116.3,113.2,119.8,115.2
22300669,20,27.2,26.076923076923077,119.6,27,36.0,0.0,False,1,48.2,32.0,109.8,112.7,113.0,111.7,112.3,105.2,105.0
